CarNumber,LastName,Sector,Time,EntryTime,ExitTime,Lap,Flag
3,Castroneves,S3,22.1084,58336.0207,58358.1291,8,Green
15,Rahal,S3,20.1154,57796.0127,57816.1281,8,Green
1,Pagenaud,S3,20.7097,58012.5928,58033.3025,8,Green
7,Aleshin,S3,20.0146,57495.823,57515.8376,8,Green
26,Sato,S3,20.3571,57789.2839,57809.641,8,Green
14,Munoz,S3,20.7974,57347.3801,57368.1775,8,Green
19,Jones,S3,20.9778,57539.0672,57560.045,8,Green
9,Dixon,S3,21.3181,58300.2213,58321.5394,8,Green
18,Gutierrez,S3,21.1704,57617.9386,57639.109,8,Green
4,Daly,S3,21.1684,57666.2261,57687.3945,8,Green
2,Newgarden,S3,20.88,58452.6336,58473.5136,8,Green
8,Chilton,S3,24.2597,57661.1696,57685.4293,8,Green
27,Andretti,S3,20.6905,57592.1772,57612.8677,8,Green
83,Kimball,S3,21.0252,57082.3541,57103.3793,8,Green
20,Pigot,S3,20.9661,58181.4044,58202.3705,8,Green
21,Hildebrand,S3,20.7555,56870.2876,56891.0431,8,Green
12,Power,S3,20.6651,58229.7188,58250.3839,8,Green
28,Hunter-Reay,S3,20.347,58267.5457,58287.8927,8,Green
10,Kanaan,S3,21.003,58442.7915,58463.7945,8,Green
16,Servia,S3,20.6037,56963.1472,56983.7509,8,Green
5,Hinchcliffe,S3,20.3859,57240.4042,57260.7901,8,Green
3,Castroneves,S3,20.6683,58415.6791,58436.3474,9,Green
15,Rahal,S3,20.1471,57871.4285,57891.5756,9,Green
27,Andretti,S3,20.4398,57669.4854,57689.9252,9,Green
83,Kimball,S3,23.1283,57525.2482,57548.3765,9,Green
20,Pigot,S3,21.1932,58262.0581,58283.2513,9,Green
14,Munoz,S3,20.6257,57425.2573,57445.883,9,Green
19,Jones,S3,20.8329,57620.7066,57641.5395,9,Green
9,Dixon,S3,23.4689,59321.6534,59345.1223,9,Green
10,Kanaan,S3,22.6074,58823.8983,58846.5057,9,Green
16,Servia,S3,20.6016,57040.1969,57060.7985,9,Green
5,Hinchcliffe,S3,23.2387,58004.0925,58027.3312,9,Green
4,Daly,S3,21.0888,57745.1971,57766.2859,9,Green
2,Newgarden,S3,22.9449,58818.5178,58841.4627,9,Green
8,Chilton,S3,20.717,57743.796,57764.513,9,Green
1,Pagenaud,S3,20.9633,58091.5133,58112.4766,9,Green
7,Aleshin,S3,22.3992,57877.1145,57899.5137,9,Green
26,Sato,S3,23.3134,58038.2339,58061.5473,9,Green
21,Hildebrand,S3,22.1585,57290.2885,57312.447,9,Green
12,Power,S3,25.5088,58430.5532,58456.062,9,Green
28,Hunter-Reay,S3,23.1281,58347.4143,58370.5424,9,Green
18,Gutierrez,S3,21.2673,57697.2135,57718.4808,9,Green
3,Castroneves,S3,21.3138,58494.3809,58515.6947,10,Green
15,Rahal,S3,21.3686,58244.9703,58266.3389,10,Green
1,Pagenaud,S3,20.5162,58169.3781,58189.8943,10,Green
7,Aleshin,S3,20.4999,57956.739,57977.2389,10,Green
26,Sato,S3,22.1675,58122.1587,58144.3262,10,Green
14,Munoz,S3,23.1777,57729.4438,57752.6215,10,Green
19,Jones,S3,21.3685,57698.3479,57719.7164,10,Green
9,Dixon,S3,21.7374,59428.0715,59449.8089,10,Green
18,Gutierrez,S3,21.6724,57777.4689,57799.1413,10,Green
4,Daly,S3,21.8741,58312.9372,58334.8113,10,Green
2,Newgarden,S3,23.0286,58924.5233,58947.5519,10,Green
8,Chilton,S3,21.2668,57821.5966,57842.8634,10,Green
27,Andretti,S3,23.3441,58194.0614,58217.4055,10,Green
83,Kimball,S3,20.9221,57606.2342,57627.1563,10,Green
20,Pigot,S3,21.3746,58340.2625,58361.6371,10,Green
21,Hildebrand,S3,20.2906,57368.8461,57389.1367,10,Green
12,Power,S3,21.1449,58517.5558,58538.7007,10,Green
28,Hunter-Reay,S3,22.0431,58427.9736,58450.0167,10,Green
10,Kanaan,S3,22.5013,58927.9691,58950.4704,10,Green
16,Servia,S3,20.6853,57117.057,57137.7423,10,Green
5,Hinchcliffe,S3,20.8668,58085.3593,58106.2261,10,Green
3,Castroneves,S3,23.1588,59302.7739,59325.9327,11,Green
15,Rahal,S3,20.4724,58322.7528,58343.2252,11,Green
27,Andretti,S3,20.3261,58276.0337,58296.3598,11,Green
83,Kimball,S3,21.251,57683.9355,57705.1865,11,Green
20,Pigot,S3,22.3135,58419.5353,58441.8488,11,Green
14,Munoz,S3,21.1595,57811.3496,57832.5091,11,Green
19,Jones,S3,23.6136,58074.4855,58098.0991,11,Green
9,Dixon,S3,21.4179,59565.4093,59586.8272,11,Green
10,Kanaan,S3,22.52,59031.1055,59053.6255,11,Green
16,Servia,S3,22.1017,57739.0599,57761.1616,11,Green
5,Hinchcliffe,S3,20.5634,58163.3203,58183.8837,11,Green
4,Daly,S3,20.2081,58391.6515,58411.8596,11,Green
2,Newgarden,S3,22.0287,59030.762,59052.7907,11,Green
8,Chilton,S3,22.4481,58129.8069,58152.255,11,Green
1,Pagenaud,S3,21.1728,58245.8991,58267.0719,11,Green
7,Aleshin,S3,23.0762,58269.3451,58292.4213,11,Green
26,Sato,S3,20.2858,58202.072,58222.3578,11,Green
21,Hildebrand,S3,20.4643,57444.7957,57465.26,11,Green
12,Power,S3,22.4781,58816.8378,58839.3159,11,Green
28,Hunter-Reay,S3,20.5994,58507.4893,58528.0887,11,Green
18,Gutierrez,S3,24.816,58092.0627,58116.8787,11,Green
3,Castroneves,S3,21.1944,59408.2557,59429.4501,12,Green
15,Rahal,S3,20.4046,58400.6035,58421.0081,12,Green
1,Pagenaud,S3,21.0949,58326.8602,58347.9551,12,Green
7,Aleshin,S3,21.1371,58350.3782,58371.5153,12,Green
26,Sato,S3,20.3071,58278.7611,58299.0682,12,Green
10,Kanaan,S3,21.9202,59133.4391,59155.3593,12,Green
16,Servia,S3,20.3577,57819.1092,57839.4669,12,Green
5,Hinchcliffe,S3,20.8691,58241.0063,58261.8754,12,Green
21,Hildebrand,S3,20.494,57522.702,57543.196,12,Green
12,Power,S3,21.9011,58921.1558,58943.0569,12,Green
14,Munoz,S3,22.8138,58189.7271,58212.5409,12,Green
19,Jones,S3,21.8438,58157.0408,58178.8846,12,Green
9,Dixon,S3,21.6769,59666.1325,59687.8094,12,Green
18,Gutierrez,S3,21.6759,58178.1197,58199.7956,12,Green
4,Daly,S3,20.5502,58468.1175,58488.6677,12,Green
2,Newgarden,S3,22.4395,59135.3463,59157.7858,12,Green
8,Chilton,S3,20.7687,58210.2224,58230.9911,12,Green
27,Andretti,S3,20.4736,58356.7094,58377.183,12,Green
83,Kimball,S3,21.5174,57762.9064,57784.4238,12,Green
20,Pigot,S3,21.6856,58501.2853,58522.9709,12,Green
3,Castroneves,S3,21.2233,59511.6966,59532.9199,13,Green
15,Rahal,S3,21.7368,58846.5076,58868.2444,13,Green
5,Hinchcliffe,S3,20.6021,58319.0243,58339.6264,13,Green
4,Daly,S3,23.3962,59325.9544,59349.3506,13,Green
8,Chilton,S3,21.1991,58288.2045,58309.4036,13,Green
27,Andretti,S3,21.1866,58435.094,58456.2806,13,Green
83,Kimball,S3,24.6522,58075.9684,58100.6206,13,Green
20,Pigot,S3,23.6577,58836.6378,58860.2955,13,Green
1,Pagenaud,S3,21.009,58404.8568,58425.8658,13,Green
7,Aleshin,S3,20.5202,58430.596,58451.1162,13,Green
26,Sato,S3,20.2405,58359.3437,58379.5842,13,Green
21,Hildebrand,S3,20.8692,57599.3862,57620.2554,13,Green
12,Power,S3,21.8525,59024.3257,59046.1782,13,Green
16,Servia,S3,20.3861,57895.7277,57916.1138,13,Green
14,Munoz,S3,20.691,58272.1619,58292.8529,13,Green
19,Jones,S3,23.1009,58263.601,58286.7019,13,Green
18,Gutierrez,S3,21.3952,58258.2674,58279.6626,13,Green
3,Castroneves,S3,20.9228,59614.8517,59635.7745,14,Green
15,Rahal,S3,21.6503,58952.0887,58973.739,14,Green
1,Pagenaud,S3,20.7351,58482.8645,58503.5996,14,Green
18,Gutierrez,S3,21.3681,58338.1104,58359.4785,14,Green
4,Daly,S3,22.9171,59477.8913,59500.8084,14,Green
8,Chilton,S3,21.3973,58367.2184,58388.6157,14,Green
83,Kimball,S3,20.6615,58159.407,58180.0685,14,Green
20,Pigot,S3,23.3654,58955.6344,58978.9998,14,Green
14,Munoz,S3,20.6604,58354.854,58375.5144,14,Green
19,Jones,S3,21.8758,58346.0351,58367.9109,14,Green
7,Aleshin,S3,20.574,58509.1162,58529.6902,14,Green
26,Sato,S3,23.6372,58858.5783,58882.2155,14,Green
21,Hildebrand,S3,23.02,57974.6776,57997.6976,14,Green
12,Power,S3,22.0888,59126.7013,59148.7901,14,Green
16,Servia,S3,20.3596,57972.6572,57993.0168,14,Green
5,Hinchcliffe,S3,32.3824,58396.8957,58429.2781,14,Green
1,Pagenaud,S3,23.5538,59343.6366,59367.1904,15,Green
7,Aleshin,S3,23.0149,59318.0687,59341.0836,15,Green
26,Sato,S3,23.2503,58967.9641,58991.2144,15,Green
21,Hildebrand,S3,20.8573,58055.2708,58076.1281,15,Green
16,Servia,S3,22.3313,58331.8415,58354.1728,15,Green
19,Jones,S3,21.4145,58425.9774,58447.3919,15,Green
18,Gutierrez,S3,21.6382,58418.3717,58440.0099,15,Green
5,Hinchcliffe,S3,23.3053,58489.9293,58513.2346,15,Green
4,Daly,S3,22.3462,59586.0698,59608.416,15,Green
8,Chilton,S3,21.4311,58447.44,58468.8711,15,Green
83,Kimball,S3,22.5189,58237.7167,58260.2356,15,Green
20,Pigot,S3,23.3526,59063.9299,59087.2825,15,Green
14,Munoz,S3,22.1182,58432.9026,58455.0208,15,Green
1,Pagenaud,S3,22.0474,59447.6717,59469.7191,16,Green
7,Aleshin,S3,21.1719,59427.109,59448.2809,16,Green
26,Sato,S3,22.9763,59072.8311,59095.8074,16,Green
21,Hildebrand,S3,21.1037,58133.2929,58154.3966,16,Green
19,Jones,S3,21.638,58505.2134,58526.8514,16,Green
18,Gutierrez,S3,21.5784,58498.3163,58519.8947,16,Green
16,Servia,S3,20.3545,58411.3152,58431.6697,16,Green
5,Hinchcliffe,S3,23.7762,58848.1473,58871.9235,16,Green
8,Chilton,S3,23.0161,58854.3268,58877.3429,16,Green
83,Kimball,S3,23.7084,59392.9541,59416.6625,16,Green
20,Pigot,S3,23.2463,59172.6228,59195.8691,16,Green
14,Munoz,S3,21.64,58514.1793,58535.8193,16,Green
1,Pagenaud,S3,21.5045,59550.2029,59571.7074,17,Green
26,Sato,S3,23.0876,59180.3418,59203.4294,17,Green
21,Hildebrand,S3,21.3114,58212.049,58233.3604,17,Green
16,Servia,S3,20.2755,58487.8471,58508.1226,17,Green
5,Hinchcliffe,S3,23.099,58956.375,58979.474,17,Green
8,Chilton,S3,22.5224,58963.1083,58985.6307,17,Green
83,Kimball,S3,22.5147,59501.4332,59523.9479,17,Green
14,Munoz,S3,23.3512,58871.4371,58894.7883,17,Green
19,Jones,S3,25.0694,59308.6601,59333.7295,17,Green
18,Gutierrez,S3,23.2664,58832.779,58856.0454,17,Green
1,Pagenaud,S3,21.9356,59650.9468,59672.8824,18,Green
21,Hildebrand,S3,22.2668,58459.6688,58481.9356,18,Green
16,Servia,S3,22.464,59473.4603,59495.9243,18,Green
5,Hinchcliffe,S3,23.5177,59061.5586,59085.0763,18,Green
8,Chilton,S3,22.6876,59071.5963,59094.2839,18,Green
83,Kimball,S3,22.2822,59610.1923,59632.4745,18,Green
14,Munoz,S3,22.8693,58980.2588,59003.1281,18,Green
19,Jones,S3,22.8976,59422.5543,59445.4519,18,Green
18,Gutierrez,S3,22.9006,58943.5991,58966.4997,18,Green
21,Hildebrand,S3,23.1299,59314.77,59337.8999,19,Green
16,Servia,S3,21.8363,59582.3212,59604.1575,19,Green
8,Chilton,S3,22.3395,59191.8902,59214.2297,19,Green
83,Kimball,S3,22.7315,59715.5827,59738.3142,19,Checker
14,Munoz,S3,22.1518,59087.1285,59109.2803,19,Green
19,Jones,S3,23.1957,59530.7862,59553.9819,19,Green
18,Gutierrez,S3,22.3204,59051.5833,59073.9037,19,Green
21,Hildebrand,S3,21.8602,59420.6021,59442.4623,20,Green
16,Servia,S3,29.3915,59686.2832,59715.6747,20,Green
18,Gutierrez,S3,22.1809,59157.5093,59179.6902,20,Green
21,Hildebrand,S3,22.1233,59550.9067,59573.03,21,Green
21,Hildebrand,S3,22.7008,59653.9294,59676.6302,22,Green
5,Hinchcliffe,S4,9.225,56643.5969,56652.8219,0,Green
4,Daly,S4,9.9554,55970.6792,55980.6346,0,Green
2,Newgarden,S4,8.8258,57191.3168,57200.1426,0,Green
8,Chilton,S4,8.7763,55952.6654,55961.4417,0,Green
27,Andretti,S4,9.9717,56280.5258,56290.4975,0,Red
83,Kimball,S4,8.7307,55984.5607,55993.2914,0,Green
26,Sato,S4,8.8244,55999.5004,56008.3248,0,Green
21,Hildebrand,S4,8.8777,55967.8115,55976.6892,0,Green
12,Power,S4,8.8796,57345.4912,57354.3708,0,Green
28,Hunter-Reay,S4,8.9121,56640.8639,56649.776,0,Green
10,Kanaan,S4,8.739,56724.4001,56733.1391,0,Green
16,Servia,S4,8.8909,55975.5614,55984.4523,0,Green
18,Gutierrez,S4,9.4645,56238.3001,56247.7646,0,Green
3,Castroneves,S4,8.8099,57222.1943,57231.0042,0,Green
15,Rahal,S4,8.915,56971.7081,56980.6231,0,Green
98,Rossi,S4,8.841,56017.5362,56026.3772,0,Green
1,Pagenaud,S4,8.8835,56705.4482,56714.3317,0,Green
7,Aleshin,S4,8.7843,56224.5364,56233.3207,0,Green
27,Andretti,S4,9.0589,56199.1653,56208.2242,0,Green
83,Kimball,S4,9.4444,55902.2834,55911.7278,0,Green
20,Pigot,S4,9.0639,56774.4715,56783.5354,0,Green
14,Munoz,S4,11.066,55862.307,55873.373,0,Green
19,Jones,S4,10.1948,56200.4972,56210.692,0,Green
9,Dixon,S4,8.9742,57149.7401,57158.7143,0,Green
4,Daly,S4,11.4159,55877.6426,55889.0585,0,Green
2,Newgarden,S4,8.8731,57114.3205,57123.1936,0,Green
8,Chilton,S4,8.888,55865.7834,55874.6714,0,Green
20,Pigot,S4,8.8481,56855.5404,56864.3885,0,Green
14,Munoz,S4,8.932,56022.6105,56031.5425,0,Green
19,Jones,S4,11.0404,56288.1788,56299.2192,0,Red
9,Dixon,S4,8.8545,57230.0331,57238.8876,0,Green
18,Gutierrez,S4,9.5692,56694.0154,56703.5846,0,Green
1,Pagenaud,S4,10.7114,55876.5251,55887.2365,0,Green
7,Aleshin,S4,8.8952,56146.3399,56155.2351,0,Green
26,Sato,S4,9.254,55919.3446,55928.5986,0,Green
21,Hildebrand,S4,9.0299,55886.0176,55895.0475,0,Green
12,Power,S4,9.1301,57265.4898,57274.6199,0,Green
28,Hunter-Reay,S4,9.4172,56262.0481,56271.4653,0,Green
10,Kanaan,S4,9.0188,56646.1921,56655.2109,0,Green
16,Servia,S4,9.0809,55894.8416,55903.9225,0,Green
5,Hinchcliffe,S4,9.0554,56240.2571,56249.3125,0,Green
3,Castroneves,S4,9.1076,57144.627,57153.7346,0,Green
15,Rahal,S4,9.1142,56673.9466,56683.0608,0,Green
98,Rossi,S4,8.9914,55938.3957,55947.3871,0,Green
3,Castroneves,S4,8.8873,57297.718,57306.6053,1,Green
2,Newgarden,S4,9.5359,57269.9305,57279.4664,1,Green
8,Chilton,S4,8.7677,56030.0752,56038.8429,1,Green
27,Andretti,S4,9.0588,56665.1209,56674.1797,1,Green
83,Kimball,S4,8.7438,56061.7918,56070.5356,1,Green
20,Pigot,S4,8.8698,56934.6884,56943.5582,1,Green
14,Munoz,S4,8.8501,56103.1974,56112.0475,1,Green
12,Power,S4,8.8075,57422.434,57431.2415,1,Green
28,Hunter-Reay,S4,8.7565,56720.1154,56728.8719,1,Green
10,Kanaan,S4,8.7488,56804.067,56812.8158,1,Green
16,Servia,S4,8.8142,56054.0251,56062.8393,1,Green
5,Hinchcliffe,S4,8.8315,56723.6215,56732.453,1,Green
4,Daly,S4,8.8259,56049.9298,56058.7557,1,Green
15,Rahal,S4,8.8121,57049.9264,57058.7385,1,Green
98,Rossi,S4,8.8268,56093.8162,56102.643,1,Green
1,Pagenaud,S4,8.7779,56782.8521,56791.63,1,Green
7,Aleshin,S4,9.4907,56307.1614,56316.6521,1,Red
26,Sato,S4,8.741,56076.0267,56084.7677,1,Green
21,Hildebrand,S4,8.949,56045.9943,56054.9433,1,Green
19,Jones,S4,9.3758,56646.7874,56656.1632,1,Green
9,Dixon,S4,9.3493,57419.4115,57428.7608,1,Green
18,Gutierrez,S4,9.0316,56777.5545,56786.5861,1,Green
4,Daly,S4,8.874,56126.4181,56135.2921,2,Green
2,Newgarden,S4,8.8733,57352.7179,57361.5912,2,Green
8,Chilton,S4,10.0848,56109.5146,56119.5994,2,Green
27,Andretti,S4,8.8309,56743.7208,56752.5517,2,Green
83,Kimball,S4,8.7156,56138.682,56147.3976,2,Green
20,Pigot,S4,8.8754,57013.3093,57022.1847,2,Green
21,Hildebrand,S4,8.8125,56123.8066,56132.6191,2,Green
12,Power,S4,8.8381,57498.748,57507.5861,2,Green
28,Hunter-Reay,S4,8.8209,56796.9169,56805.7378,2,Green
10,Kanaan,S4,8.893,56882.6691,56891.5621,2,Green
16,Servia,S4,8.848,56131.1745,56140.0225,2,Green
5,Hinchcliffe,S4,8.8535,56800.8253,56809.6788,2,Green
14,Munoz,S4,8.8512,56180.7469,56189.5981,2,Green
19,Jones,S4,8.8557,56727.1706,56736.0263,2,Green
9,Dixon,S4,8.8239,57503.9743,57512.7982,2,Green
18,Gutierrez,S4,10.0688,56861.3498,56871.4186,2,Green
3,Castroneves,S4,8.8967,57373.3231,57382.2198,2,Green
15,Rahal,S4,8.8669,57126.3634,57135.2303,2,Green
98,Rossi,S4,8.7698,56169.6291,56178.3989,2,Green
1,Pagenaud,S4,8.8357,56858.3547,56867.1904,2,Green
7,Aleshin,S4,9.0826,56683.7153,56692.7979,2,Green
26,Sato,S4,9.1846,56154.8954,56164.08,2,Green
3,Castroneves,S4,8.8154,57448.6989,57457.5143,3,Green
15,Rahal,S4,8.8105,57202.2116,57211.0221,3,Green
98,Rossi,S4,8.7985,56245.04,56253.8385,3,Green
1,Pagenaud,S4,8.829,56938.6983,56947.5273,3,Green
7,Aleshin,S4,8.8002,56761.1844,56769.9846,3,Green
5,Hinchcliffe,S4,8.8256,56877.0075,56885.8331,3,Green
4,Daly,S4,8.8154,56202.9344,56211.7498,3,Green
2,Newgarden,S4,9.0433,57748.4712,57757.5145,3,Green
8,Chilton,S4,8.7902,56192.5726,56201.3628,3,Green
27,Andretti,S4,8.9069,56820.7748,56829.6817,3,Green
83,Kimball,S4,8.7646,56215.868,56224.6326,3,Green
26,Sato,S4,9.2616,56232.603,56241.8646,3,Green
21,Hildebrand,S4,8.8281,56200.9937,56209.8218,3,Green
12,Power,S4,8.8716,57574.887,57583.7586,3,Green
28,Hunter-Reay,S4,8.8743,56875.8615,56884.7358,3,Green
10,Kanaan,S4,8.8239,56961.371,56970.1949,3,Green
16,Servia,S4,9.3823,56211.0871,56220.4694,3,Green
20,Pigot,S4,8.8832,57091.7041,57100.5873,3,Green
14,Munoz,S4,8.8181,56257.5273,56266.3454,3,Green
19,Jones,S4,8.8625,56806.7003,56815.5628,3,Green
9,Dixon,S4,9.1143,57928.0051,57937.1194,3,Green
18,Gutierrez,S4,9.4903,57232.9063,57242.3966,3,Green
3,Castroneves,S4,9.4758,57905.8204,57915.2962,4,Green
5,Hinchcliffe,S4,8.7906,56954.4696,56963.2602,4,Green
4,Daly,S4,11.4743,56972.9606,56984.4349,4,Green
2,Newgarden,S4,8.9097,57827.5983,57836.508,4,Green
8,Chilton,S4,8.9546,56921.402,56930.3566,4,Green
27,Andretti,S4,8.9685,56897.8889,56906.8574,4,Green
83,Kimball,S4,10.5302,56296.831,56307.3612,4,Red
26,Sato,S4,9.258,56925.3272,56934.5852,4,Green
21,Hildebrand,S4,9.9501,56281.2978,56291.2479,4,Red
12,Power,S4,9.1593,57934.7893,57943.9486,4,Green
28,Hunter-Reay,S4,8.8195,56966.814,56975.6335,4,Green
10,Kanaan,S4,8.9934,57712.6555,57721.6489,4,Green
16,Servia,S4,10.2399,56295.7409,56305.9808,4,Red
1,Pagenaud,S4,8.7993,57014.1069,57022.9062,4,Green
7,Aleshin,S4,8.8091,56837.1574,56845.9665,4,Green
15,Rahal,S4,9.2809,57280.6103,57289.8912,4,Green
20,Pigot,S4,8.9074,57602.5069,57611.4143,4,Green
14,Munoz,S4,8.9442,56793.993,56802.9372,4,Green
19,Jones,S4,8.9204,56885.5523,56894.4727,4,Green
9,Dixon,S4,8.8198,58007.089,58015.9088,4,Green
18,Gutierrez,S4,8.9379,57315.9022,57324.8401,4,Green
3,Castroneves,S4,8.8729,57985.5548,57994.4277,5,Green
9,Dixon,S4,8.8636,58085.0963,58093.9599,5,Green
18,Gutierrez,S4,9.0985,57395.075,57404.1735,5,Green
8,Chilton,S4,8.822,57000.3012,57009.1232,5,Green
27,Andretti,S4,8.9462,56975.1334,56984.0796,5,Green
83,Kimball,S4,9.1846,56867.9843,56877.1689,5,Green
20,Pigot,S4,8.7998,57679.6035,57688.4033,5,Green
14,Munoz,S4,8.9921,56872.8899,56881.882,5,Green
19,Jones,S4,8.9161,56965.4682,56974.3843,5,Green
28,Hunter-Reay,S4,8.8886,57045.4743,57054.3629,5,Green
10,Kanaan,S4,8.9237,57791.1954,57800.1191,5,Green
16,Servia,S4,9.0459,56749.4448,56758.4907,5,Green
5,Hinchcliffe,S4,8.841,57031.3799,57040.2209,5,Green
4,Daly,S4,8.9387,57055.471,57064.4097,5,Green
2,Newgarden,S4,9.1272,58109.8682,58118.9954,5,Green
15,Rahal,S4,8.8166,57358.1388,57366.9554,5,Green
1,Pagenaud,S4,8.8064,57095.588,57104.3944,5,Green
7,Aleshin,S4,8.8375,56913.7341,56922.5716,5,Green
26,Sato,S4,9.0289,57004.5686,57013.5975,5,Green
21,Hildebrand,S4,10.1924,56653.9629,56664.1553,5,Green
12,Power,S4,8.7854,58013.7269,58022.5123,5,Green
3,Castroneves,S4,8.8933,58061.9709,58070.8642,6,Green
15,Rahal,S4,8.8709,57660.4235,57669.2944,6,Green
1,Pagenaud,S4,8.7999,57170.9834,57179.7833,6,Green
7,Aleshin,S4,9.6763,57361.9778,57371.6541,6,Green
5,Hinchcliffe,S4,8.8312,57108.2111,57117.0423,6,Green
4,Daly,S4,8.9551,57133.5976,57142.5527,6,Green
2,Newgarden,S4,8.9522,58319.2923,58328.2445,6,Green
8,Chilton,S4,8.8038,57077.4101,57086.2139,6,Green
27,Andretti,S4,9.057,57455.8588,57464.9158,6,Green
83,Kimball,S4,8.8605,56948.6029,56957.4634,6,Green
26,Sato,S4,8.7819,57082.1448,57090.9267,6,Green
21,Hildebrand,S4,8.8542,56735.7373,56744.5915,6,Green
12,Power,S4,8.9503,58094.9485,58103.8988,6,Green
28,Hunter-Reay,S4,9.102,58125.2446,58134.3466,6,Green
10,Kanaan,S4,8.9111,57869.2333,57878.1444,6,Green
16,Servia,S4,8.8879,56828.9627,56837.8506,6,Green
20,Pigot,S4,8.9174,57756.9477,57765.8651,6,Green
14,Munoz,S4,8.9705,56952.6822,56961.6527,6,Green
19,Jones,S4,8.9633,57043.5593,57052.5226,6,Green
9,Dixon,S4,8.9442,58162.9881,58171.9323,6,Green
18,Gutierrez,S4,8.8804,57475.9444,57484.8248,6,Green
3,Castroneves,S4,8.9586,58138.6437,58147.6023,7,Green
9,Dixon,S4,8.9452,58241.9875,58250.9327,7,Green
18,Gutierrez,S4,9.1865,57558.0208,57567.2073,7,Green
8,Chilton,S4,8.8477,57154.0842,57162.9319,7,Green
27,Andretti,S4,8.9216,57535.3277,57544.2493,7,Green
83,Kimball,S4,8.8008,57025.8425,57034.6433,7,Green
20,Pigot,S4,8.9171,58120.4438,58129.3609,7,Green
14,Munoz,S4,9.0014,57288.8821,57297.8835,7,Green
19,Jones,S4,9.438,57480.0394,57489.4774,7,Green
28,Hunter-Reay,S4,8.8157,58209.2789,58218.0946,7,Green
10,Kanaan,S4,8.9096,58384.5147,58393.4243,7,Green
16,Servia,S4,8.8732,56906.407,56915.2802,7,Green
5,Hinchcliffe,S4,8.8724,57184.4023,57193.2747,7,Green
4,Daly,S4,9.0291,57608.4536,57617.4827,7,Green
2,Newgarden,S4,8.8015,58396.6466,58405.4481,7,Green
15,Rahal,S4,9.6483,57736.3112,57745.9595,7,Green
1,Pagenaud,S4,9.0803,57953.6943,57962.7746,7,Green
7,Aleshin,S4,8.8061,57440.2048,57449.0109,7,Green
26,Sato,S4,9.0733,57731.752,57740.8253,7,Green
21,Hildebrand,S4,8.8325,56813.1636,56821.9961,7,Green
12,Power,S4,8.9373,58173.3331,58182.2704,7,Green
3,Castroneves,S4,9.0795,58358.1291,58367.2086,8,Green
15,Rahal,S4,8.8706,57816.1281,57824.9987,8,Green
1,Pagenaud,S4,8.8826,58033.3025,58042.1851,8,Green
7,Aleshin,S4,8.8002,57515.8376,57524.6378,8,Green
5,Hinchcliffe,S4,8.828,57260.7901,57269.6181,8,Green
4,Daly,S4,8.9949,57687.3945,57696.3894,8,Green
2,Newgarden,S4,8.8434,58473.5136,58482.357,8,Green
8,Chilton,S4,8.9578,57685.4293,57694.3871,8,Green
27,Andretti,S4,8.8746,57612.8677,57621.7423,8,Green
83,Kimball,S4,8.9332,57103.3793,57112.3125,8,Green
26,Sato,S4,8.8718,57809.641,57818.5128,8,Green
21,Hildebrand,S4,8.8472,56891.0431,56899.8903,8,Green
12,Power,S4,8.8345,58250.3839,58259.2184,8,Green
28,Hunter-Reay,S4,8.8588,58287.8927,58296.7515,8,Green
10,Kanaan,S4,8.7822,58463.7945,58472.5767,8,Green
16,Servia,S4,8.7942,56983.7509,56992.5451,8,Green
20,Pigot,S4,8.8138,58202.3705,58211.1843,8,Green
14,Munoz,S4,8.9105,57368.1775,57377.088,8,Green
19,Jones,S4,8.9913,57560.045,57569.0363,8,Green
9,Dixon,S4,8.9802,58321.5394,58330.5196,8,Green
18,Gutierrez,S4,8.8837,57639.109,57647.9927,8,Green
3,Castroneves,S4,8.9353,58436.3474,58445.2827,9,Green
9,Dixon,S4,9.2115,59345.1223,59354.3338,9,Green
18,Gutierrez,S4,9.1017,57718.4808,57727.5825,9,Green
8,Chilton,S4,8.8707,57764.513,57773.3837,9,Green
27,Andretti,S4,8.8889,57689.9252,57698.8141,9,Green
83,Kimball,S4,9.0851,57548.3765,57557.4616,9,Green
20,Pigot,S4,8.8143,58283.2513,58292.0656,9,Green
14,Munoz,S4,8.8874,57445.883,57454.7704,9,Green
19,Jones,S4,8.833,57641.5395,57650.3725,9,Green
28,Hunter-Reay,S4,8.8978,58370.5424,58379.4402,9,Green
10,Kanaan,S4,8.8587,58846.5057,58855.3644,9,Green
16,Servia,S4,8.7578,57060.7985,57069.5563,9,Green
5,Hinchcliffe,S4,9.1762,58027.3312,58036.5074,9,Green
4,Daly,S4,8.9878,57766.2859,57775.2737,9,Green
2,Newgarden,S4,8.9936,58841.4627,58850.4563,9,Green
15,Rahal,S4,8.8523,57891.5756,57900.4279,9,Green
1,Pagenaud,S4,8.9253,58112.4766,58121.4019,9,Green
7,Aleshin,S4,9.1075,57899.5137,57908.6212,9,Green
26,Sato,S4,10.1581,58061.5473,58071.7054,9,Green
21,Hildebrand,S4,8.9258,57312.447,57321.3728,9,Green
12,Power,S4,10.5265,58456.062,58466.5885,9,Green
3,Castroneves,S4,8.871,58515.6947,58524.5657,10,Green
15,Rahal,S4,8.859,58266.3389,58275.1979,10,Green
1,Pagenaud,S4,8.837,58189.8943,58198.7313,10,Green
