CarNumber,LastName,Sector,Time,EntryTime,ExitTime,Lap,Flag
9,Dixon,S1,2.8525,57972.6516,57975.5041,4,Green
18,Gutierrez,S1,2.6886,57281.2388,57283.9274,4,Green
26,Sato,S1,2.6659,56969.9515,56972.6174,5,Green
12,Power,S1,2.5988,57979.7471,57982.3459,5,Green
28,Hunter-Reay,S1,2.6151,57012.1143,57014.7294,5,Green
10,Kanaan,S1,2.7295,57756.8775,57759.607,5,Green
19,Jones,S1,2.769,56930.825,56933.594,5,Green
5,Hinchcliffe,S1,2.6476,56997.9318,57000.5794,5,Green
4,Daly,S1,2.649,57021.1829,57023.8319,5,Green
8,Chilton,S1,2.7435,56966.1671,56968.9106,5,Green
27,Andretti,S1,2.6272,56941.1141,56943.7413,5,Green
20,Pigot,S1,2.5883,57645.9011,57648.4894,5,Green
9,Dixon,S1,2.7732,58050.7852,58053.5584,5,Green
18,Gutierrez,S1,2.6847,57359.74,57362.4247,5,Green
3,Castroneves,S1,2.5909,57951.15,57953.7409,5,Green
15,Rahal,S1,2.6114,57324.9638,57327.5752,5,Green
1,Pagenaud,S1,2.5417,57062.4311,57064.9728,5,Green
7,Aleshin,S1,2.6066,56879.9635,56882.5701,5,Green
14,Munoz,S1,2.6583,56838.9712,56841.6295,5,Green
14,Munoz,S1,2.6358,56917.8178,56920.4536,6,Green
10,Kanaan,S1,2.7315,57834.972,57837.7035,6,Green
16,Servia,S1,2.8482,56794.3703,56797.2185,6,Green
5,Hinchcliffe,S1,2.5706,57074.9218,57077.4924,6,Green
26,Sato,S1,2.5456,57048.6225,57051.1681,6,Green
1,Pagenaud,S1,2.5402,57137.887,57140.4272,6,Green
83,Kimball,S1,2.8863,56913.9268,56916.8131,6,Green
20,Pigot,S1,2.626,57722.9084,57725.5344,6,Green
21,Hildebrand,S1,2.6351,56701.6391,56704.2742,6,Green
12,Power,S1,2.5805,58057.2881,58059.8686,6,Green
9,Dixon,S1,2.7745,58128.5573,58131.3318,6,Green
18,Gutierrez,S1,2.687,57441.0503,57443.7373,6,Green
3,Castroneves,S1,2.5245,58028.4867,58031.0112,6,Green
19,Jones,S1,2.7847,57009.2557,57012.0404,6,Green
4,Daly,S1,2.5988,57099.4135,57102.0123,6,Green
8,Chilton,S1,2.7253,57043.7114,57046.4367,6,Green
27,Andretti,S1,2.6485,57500.5686,57503.2171,7,Green
9,Dixon,S1,2.8715,58207.0881,58209.9596,7,Green
18,Gutierrez,S1,2.7957,57520.0047,57522.8004,7,Green
3,Castroneves,S1,2.4944,58104.9329,58107.4273,7,Green
8,Chilton,S1,2.7629,57120.3748,57123.1377,7,Green
21,Hildebrand,S1,2.621,56779.1024,56781.7234,7,Green
12,Power,S1,2.5901,58139.441,58142.0311,7,Green
83,Kimball,S1,2.7264,56992.0948,56994.8212,7,Green
16,Servia,S1,2.7481,56872.4035,56875.1516,7,Green
5,Hinchcliffe,S1,2.5822,57151.1897,57153.7719,7,Green
2,Newgarden,S1,2.6592,58362.6867,58365.3459,7,Green
28,Hunter-Reay,S1,2.6511,58174.4044,58177.0555,7,Green
7,Aleshin,S1,2.5694,57407.1814,57409.7508,7,Green
15,Rahal,S1,2.5231,57703.0172,57705.5403,7,Green
21,Hildebrand,S1,2.6123,56856.8614,56859.4737,8,Green
4,Daly,S1,2.5556,57652.8954,57655.451,8,Green
20,Pigot,S1,2.6502,58167.871,58170.5212,8,Green
19,Jones,S1,2.6839,57525.4208,57528.1047,8,Green
9,Dixon,S1,2.8492,58286.6374,58289.4866,8,Green
18,Gutierrez,S1,2.744,57604.1138,57606.8578,8,Green
10,Kanaan,S1,2.767,58429.0505,58431.8175,8,Green
16,Servia,S1,2.7012,56949.7763,56952.4775,8,Green
5,Hinchcliffe,S1,2.5802,57227.4398,57230.02,8,Green
28,Hunter-Reay,S1,2.5858,58254.3837,58256.9695,8,Green
14,Munoz,S1,2.6961,57333.9346,57336.6307,8,Green
27,Andretti,S1,2.695,57578.6937,57581.3887,8,Green
1,Pagenaud,S1,2.6535,57999.1829,58001.8364,8,Green
7,Aleshin,S1,2.5944,57482.636,57485.2304,8,Green
26,Sato,S1,2.5446,57776.1277,57778.6723,8,Green
15,Rahal,S1,2.527,57783.1807,57785.7077,8,Green
2,Newgarden,S1,2.6244,58439.3844,58442.0088,8,Green
83,Kimball,S1,2.7289,57069.0219,57071.7508,8,Green
12,Power,S1,2.6141,58216.5358,58219.1499,8,Green
28,Hunter-Reay,S1,2.6271,58334.129,58336.7561,9,Green
19,Jones,S1,2.7023,57607.2074,57609.9097,9,Green
18,Gutierrez,S1,2.6981,57683.2489,57685.947,9,Green
20,Pigot,S1,2.6263,58248.7527,58251.379,9,Green
27,Andretti,S1,2.6852,57656.0447,57658.7299,9,Green
16,Servia,S1,2.641,57026.8777,57029.5187,9,Green
4,Daly,S1,2.7141,57731.6071,57734.3212,9,Green
8,Chilton,S1,2.7207,57730.4202,57733.1409,9,Green
3,Castroneves,S1,2.633,58402.3095,58404.9425,9,Green
15,Rahal,S1,2.5461,57858.5631,57861.1092,9,Green
1,Pagenaud,S1,2.5384,58078.3004,58080.8388,9,Green
14,Munoz,S1,2.6627,57411.9773,57414.64,9,Green
7,Aleshin,S1,2.6326,57943.4864,57946.119,10,Green
26,Sato,S1,2.5867,58108.7828,58111.3695,10,Green
5,Hinchcliffe,S1,2.7404,58071.8647,58074.6051,10,Green
8,Chilton,S1,2.7698,57808.1569,57810.9267,10,Green
3,Castroneves,S1,2.6764,58480.968,58483.6444,10,Green
1,Pagenaud,S1,2.5821,58156.2108,58158.7929,10,Green
21,Hildebrand,S1,2.5271,57355.6705,57358.1976,10,Green
16,Servia,S1,2.676,57103.6586,57106.3346,10,Green
83,Kimball,S1,2.7164,57592.8755,57595.5919,10,Green
20,Pigot,S1,2.6126,58326.9902,58329.6028,10,Green
19,Jones,S1,2.6933,57684.7912,57687.4845,10,Green
18,Gutierrez,S1,2.7409,57763.5764,57766.3173,10,Green
12,Power,S1,2.706,58504.0238,58506.7298,10,Green
28,Hunter-Reay,S1,2.6682,58414.6416,58417.3098,10,Green
21,Hildebrand,S1,2.5444,57431.7041,57434.2485,11,Green
28,Hunter-Reay,S1,2.6306,58494.364,58496.9946,11,Green
27,Andretti,S1,2.6094,58262.7063,58265.3157,11,Green
5,Hinchcliffe,S1,2.7341,58149.9415,58152.6756,11,Green
83,Kimball,S1,2.7191,57670.5803,57673.2994,11,Green
1,Pagenaud,S1,2.5457,58232.7147,58235.2604,11,Green
14,Munoz,S1,2.7993,57797.7276,57800.5269,11,Green
26,Sato,S1,2.5047,58188.948,58191.4527,11,Green
15,Rahal,S1,2.593,58309.6505,58312.2435,11,Green
4,Daly,S1,2.5502,58378.5408,58381.091,11,Green
20,Pigot,S1,2.6083,58405.7607,58408.369,11,Green
19,Jones,S1,2.7746,58143.3917,58146.1663,12,Green
18,Gutierrez,S1,2.7383,58164.0177,58166.756,12,Green
1,Pagenaud,S1,2.6106,58313.6228,58316.2334,12,Green
83,Kimball,S1,2.843,57749.3033,57752.1463,12,Green
20,Pigot,S1,2.677,58487.7632,58490.4402,12,Green
21,Hildebrand,S1,2.5226,57509.6225,57512.1451,12,Green
16,Servia,S1,2.7156,57805.6875,57808.4031,12,Green
5,Hinchcliffe,S1,2.6767,58227.5694,58230.2461,12,Green
26,Sato,S1,2.5049,58265.755,58268.2599,12,Green
7,Aleshin,S1,2.6877,58336.953,58339.6407,12,Green
15,Rahal,S1,2.5448,58387.6912,58390.236,12,Green
4,Daly,S1,2.5863,58454.9783,58457.5646,12,Green
8,Chilton,S1,2.7352,58196.7995,58199.5347,12,Green
27,Andretti,S1,2.6097,58343.3042,58345.9139,12,Green
7,Aleshin,S1,2.6176,58417.34,58419.9576,13,Green
14,Munoz,S1,2.6075,58258.9488,58261.5563,13,Green
8,Chilton,S1,2.7955,58274.6798,58277.4753,13,Green
27,Andretti,S1,2.6584,58421.6342,58424.2926,13,Green
18,Gutierrez,S1,2.7692,58244.3185,58247.0877,13,Green
1,Pagenaud,S1,2.6188,58391.6148,58394.2336,13,Green
26,Sato,S1,2.5302,58346.3701,58348.9003,13,Green
21,Hildebrand,S1,2.6307,57586.1305,57588.7612,13,Green
16,Servia,S1,2.6815,57882.3592,57885.0407,13,Green
5,Hinchcliffe,S1,2.7012,58305.8207,58308.5219,13,Green
8,Chilton,S1,2.7848,58353.5949,58356.3797,14,Green
83,Kimball,S1,2.7707,58145.7431,58148.5138,14,Green
18,Gutierrez,S1,2.7025,58324.3053,58327.0078,14,Green
1,Pagenaud,S1,2.6688,58469.5396,58472.2084,14,Green
16,Servia,S1,2.7131,57959.2373,57961.9504,14,Green
5,Hinchcliffe,S1,2.8071,58383.3746,58386.1817,14,Green
14,Munoz,S1,2.5966,58341.6228,58344.2194,14,Green
7,Aleshin,S1,2.6951,58495.7773,58498.4724,14,Green
19,Jones,S1,2.8772,58332.1963,58335.0735,14,Green
14,Munoz,S1,2.9533,58418.9843,58421.9376,15,Green
21,Hildebrand,S1,2.6255,58041.7443,58044.3698,15,Green
19,Jones,S1,2.7968,58412.2566,58415.0534,15,Green
18,Gutierrez,S1,2.7052,58404.3597,58407.0649,15,Green
5,Hinchcliffe,S1,2.8585,58476.2515,58479.11,15,Green
8,Chilton,S1,2.8122,58433.6992,58436.5114,15,Green
83,Kimball,S1,2.6649,58224.343,58227.0079,15,Green
19,Jones,S1,2.8712,58491.2761,58494.1473,16,Green
18,Gutierrez,S1,2.7537,58484.3954,58487.1491,16,Green
16,Servia,S1,2.6748,58397.9979,58400.6727,16,Green
21,Hildebrand,S1,2.5796,58119.8912,58122.4708,16,Green
14,Munoz,S1,2.7769,58500.0785,58502.8554,16,Green
21,Hildebrand,S1,2.6135,58198.6051,58201.2186,17,Green
16,Servia,S1,2.6242,58474.6792,58477.3034,17,Green
